"PLOT","DATE","mean","se"
26,2013-08-19,0.0429565632669115,0.0154929416730966
27,2013-08-19,0.160176147611415,0.065120115782658
28,2013-08-19,-0.0118635865834061,0.00236879934356654
29,2013-08-19,0.160348431698803,0.000883938741422208
30,2013-08-19,0.0322083020013595,0.00544942714847609
1,2013-10-12,0.0940907256430964,0.0617614985138315
2,2013-10-12,-0.00371106714437525,0.0536375295746469
3,2013-10-12,0.0891584383938789,0.0235127073095775
4,2013-10-12,-0.0284466308591325,0.0257559752028405
5,2013-10-12,0.0721124135236946,0.016657892721544
6,2013-10-12,0.0131278284928732,0.0718924204939444
7,2013-10-12,0.153268073934914,0.00254980126428668
8,2013-10-12,0.0570743871427728,0.0212559710649392
9,2013-10-12,0.0644399887831906,0.012955393261848
10,2013-10-12,-0.036919557720944,0.0311510965966014
11,2013-10-12,0.0813840232771527,0.0382707364618554
12,2013-10-12,0.0232237407583098,0.0304945222358584
13,2013-10-12,0.10503985804199,0.0365629465647593
14,2013-10-12,-0.0248096199568822,0.0132730631439297
15,2013-10-12,0.115753828900752,0.0285488208395854
16,2013-10-12,-0.0274822912626151,0.0435516417878695
17,2013-10-12,0.0915285290192226,0.0312842434809057
18,2013-10-12,-0.0177478121812804,0.00730366934775155
19,2013-10-12,0.180721924811407,0.0522722683611713
20,2013-10-12,-0.00195247113895519,0.0494283922852847
21,2013-10-12,0.181664749222996,0.0633955173787557
22,2013-10-12,-0.0225867353725544,0.0118980109667808
23,2013-10-12,0.102024128865664,0.0621249974723666
24,2013-10-12,0.0842994186609066,0.0267598645826561
25,2013-10-12,0.298317325552649,0.0207638736546081
26,2013-10-12,-0.0102250362089831,0.00668104108265667
27,2013-10-12,0.0740448500935392,0.0566861695498027
28,2013-10-12,-0.0627396473093355,0.0499786711026214
29,2013-10-12,0.19052058622106,0.0416187824056316
30,2013-10-12,-0.0595306665937568,0.0224586078099241
1,2013-11-07,0.0971494416258276,0.0293223046160257
2,2013-11-07,0.0270681912436987,0.0852230519140458
3,2013-11-07,0.029191383720737,0.0891444089979115
4,2013-11-07,0.0269348380239405,0.067932173515656
5,2013-11-07,0.157481558305733,0.0394967672703511
6,2013-11-07,0.0717183402201981,0.0348265781174122
7,2013-11-07,0.252272856819407,0.0272139921112623
8,2013-11-07,0.00615163300814822,0.0165022591839003
9,2013-11-07,0.161572467279209,0.0313592915768163
10,2013-11-07,0.0318894176550377,0.0258130694664736
11,2013-11-07,0.137538734143481,0.045571246646364
12,2013-11-07,-0.0225924529614448,0.0137491442126886
13,2013-11-07,0.0715671837297266,0.0344919439475482
14,2013-11-07,0.061401539571716,0.0389444910814536
15,2013-11-07,0.17806966133019,0.0469647303620467
16,2013-11-07,-0.0120591352754567,0.00314197540308846
17,2013-11-07,0.131007315029756,0.0422243853627156
18,2013-11-07,-0.0441226187695469,0.0744430133359316
19,2013-11-07,0.184877278397234,0.0448573625539736
20,2013-11-07,0.0123547109806568,0.00887322426192446
21,2013-11-07,0.209649712546807,0.0573200522977644
22,2013-11-07,0.00475352115840809,0.0182650154244702
23,2013-11-07,0.133229282300629,0.0378707968736545
24,2013-11-07,0.019106562929364,0.020753930563961
25,2013-11-07,0.237819238138759,0.0704461598230447
26,2013-11-07,0.0606568914940602,0.0206931527190098
27,2013-11-07,0.135883714390624,0.0422224592275708
28,2013-11-07,0.037932627368725,0.0221795777211803
29,2013-11-07,0.317457848583962,0.0511432173339421
30,2013-11-07,0.0702080306844321,0.00900568979917953
1,2013-12-05,0.182183753471557,0.00918925229059846
2,2013-12-05,-0.0029030656370962,0.0699718408458421
3,2013-12-05,0.0542393385715142,0.0160748263971829
4,2013-12-05,0.0750659874769708,0.0656781947895218
5,2013-12-05,0.296494250092542,0.0428199498849801
6,2013-12-05,0.0192120180132275,0.0147584275175921
7,2013-12-05,0.215164190200778,0.0499308748190851
8,2013-12-05,0.0415719040375419,0.032820008142085
9,2013-12-05,0.312839332258626,0.0659926231239717
10,2013-12-05,0.0148829027473634,0.00736649201277856
11,2013-12-05,0.254025239098936,0.0544193252585744
12,2013-12-05,-0.0495728748330324,0.0364436519538983
13,2013-12-05,0.268080822387108,0.0483810249774488
14,2013-12-05,-0.0168910180095487,0.102618730436877
15,2013-12-05,0.310838905503443,0.0693820094414559
16,2013-12-05,0.0323086794394859,0.0194647333529663
17,2013-12-05,0.296691028622258,0.0534038211669464
18,2013-12-05,-0.0562289993701607,0.00737025031332746
19,2013-12-05,0.432774029188323,0.0568804236019381
20,2013-12-05,0.0513569338060163,0.0300514303472415
21,2013-12-05,0.387074082458743,0.0714856792082945
22,2013-12-05,0.165994126092902,0.00578907983784482
23,2013-12-05,0.277001864536704,0.0570519014530208
24,2013-12-05,0.195972017774837,0.0576800052468349
25,2013-12-05,0.445407522324534,0.0162107433074412
26,2013-12-05,0.210557829938412,0.0141059972354756
27,2013-12-05,0.25842198181916,0.0781614166195581
28,2013-12-05,0.0646330236509896,0.0204256088759683
29,2013-12-05,0.331476142084045,0.132770571563418
30,2013-12-05,0.224579736781822,0.0240872830713681
1,2013-12-18,0.131516518900046,0.0702976215375705
2,2013-12-18,-0.0602194956459994,0.0128838621524178
3,2013-12-18,0.236099842162115,0.116534357445488
4,2013-12-18,0.0366357910516326,0.0132796305696763
5,2013-12-18,0.206479976096977,0.0400738208972815
6,2013-12-18,-0.0226241610284609,0.00966678865112404
7,2013-12-18,0.37528579018669,0.0927607356175694
8,2013-12-18,0.00725799301985919,0.0218575434966341
9,2013-12-18,0.362202990579197,0.0383855027237271
10,2013-12-18,-0.01873757976498,0.000207121799122969
11,2013-12-18,0.228178968033094,0.0658096708347082
12,2013-12-18,-0.0209972197446197,0.0646191506397866
13,2013-12-18,0.11404097970349,0.0228658603594354
14,2013-12-18,-0.0148554469822335,0.0134161316908295
15,2013-12-18,0.220517715435473,0.0267304589099222
16,2013-12-18,-0.0652026298894404,0.0154310498200733
17,2013-12-18,0.233703737800867,0.115632840426917
18,2013-12-18,-0.0272919891552126,0.041200734054994
19,2013-12-18,0.413347438038438,0.0542125891490221
20,2013-12-18,0.0625276475747008,0.0261599246101313
21,2013-12-18,0.270476516439533,0.0232628817084772
22,2013-12-18,0.119796885279834,0.0689616117299749
23,2013-12-18,0.383996142203646,0.0911311981058229
24,2013-12-18,0.091558332377846,0.07299951682596
25,2013-12-18,0.344586964545399,0.0986334928989946
26,2013-12-18,0.102567088877482,0.0156973690722805
27,2013-12-18,0.335412759954078,0.0215946349495898
28,2013-12-18,-0.0132232758605556,0.00684029401228334
29,2013-12-18,0.380798840014536,0.0664049502233675
30,2013-12-18,0.105990265358771,0.012568521668852
1,2014-01-01,0.0794527587413617,0.0224975901890585
2,2014-01-01,0.0113255162330853,0.0621384768018404
3,2014-01-01,0.242672538681202,0.108763455071671
4,2014-01-01,0.0421530765661803,0.0809630776588587
5,2014-01-01,0.211500473861793,0.052118448068069
6,2014-01-01,0.033032166070479,0.0484402408259246
7,2014-01-01,0.427597978301928,0.00677292197203567
8,2014-01-01,-0.0470564289318243,0.0499581805103298
9,2014-01-01,0.263185903250525,0.0945110139012404
10,2014-01-01,-0.0556640313443755,0.064997726366898
11,2014-01-01,0.25871102490244,0.0759991643133947
12,2014-01-01,0.0329018045076476,0.0747365264305044
13,2014-01-01,0.162850596355008,0.0723488973550239
14,2014-01-01,0.00462192156528368,0.033848667023584
15,2014-01-01,0.238308182014268,0.0122989302028801
16,2014-01-01,0.0498693012511584,0.0555626143125329
17,2014-01-01,0.318525416502467,0.114724526103
18,2014-01-01,0.0533644653189497,0.0580659150182005
19,2014-01-01,0.46331099230111,0.0553732772462447
20,2014-01-01,0.0370395753110015,0.0375172249853704
21,2014-01-01,0.35065491030155,0.0177316226953757
22,2014-01-01,0.0791388876742929,0.0228412311755936
23,2014-01-01,0.418360031974129,0.0903165213098875
24,2014-01-01,0.0802900617957001,0.035356106994388
25,2014-01-01,0.469224401163853,0.0473692426902981
26,2014-01-01,0.0889793949719093,0.0101514200777116
27,2014-01-01,0.315097647882407,0.154977965198738
28,2014-01-01,-0.0540475053091177,0.0430114609056081
29,2014-01-01,0.400735431889119,0.0719473454172996
30,2014-01-01,0.207889583992112,0.0960593013571185
1,2014-01-08,0.133896833700852,0.068843235064889
2,2014-01-08,0.04313819694986,0.0284062836927707
3,2014-01-08,-0.00540754427255593,0.101885904061218
4,2014-01-08,0.0092709870895616,0.0424653788562829
5,2014-01-08,0.190852942812797,0.0595541365529122
6,2014-01-08,-0.0510993977838544,0.0425805185731516
7,2014-01-08,0.3410150686733,0.127669415363921
8,2014-01-08,0.220155994376073,0.033842343504652
9,2014-01-08,0.382835663710338,0.0714961830727518
10,2014-01-08,0.0254095753218743,0.0148518799142707
11,2014-01-08,0.256608380831032,0.0327724213914098
12,2014-01-08,0.0247632378907872,0.0686083131459033
13,2014-01-08,0.240707641745421,0.016573089111097
14,2014-01-08,0.0162280820243143,0.0113962085202529
15,2014-01-08,0.173767712077314,0.0160170548289068
16,2014-01-08,0.061326315914309,0.0338813814218089
17,2014-01-08,0.377613084548755,0.0164628991527051
18,2014-01-08,0.0103481220797927,0.0883155782330992
19,2014-01-08,0.372216103293833,0.0367762846490795
20,2014-01-08,0.116696558969569,0.0228426732262664
21,2014-01-08,0.431862215875317,0.084896184491721
22,2014-01-08,0.0950435199976679,0.0263350894229295
23,2014-01-08,0.351874817252121,0.0601732353162771
24,2014-01-08,0.137334420520161,0.0819476367094665
25,2014-01-08,0.473008418318126,0.0606092329083614
26,2014-01-08,0.0595140303735446,0.0205430385949145
27,2014-01-08,0.292135389520693,0.11822690301561
28,2014-01-08,0.0139230983996632,0.0402096263244998
29,2014-01-08,0.191772880386054,0.0344055882510388
30,2014-01-08,0.241424240433872,0.0952550066217493
1,2014-02-11,0.13417200402116,0.104677152193192
2,2014-02-11,-0.0221558950845101,0.0216917544481979
3,2014-02-11,0.237883088462883,0.0785656278842469
4,2014-02-11,-0.0677822578133292,0.0215089576183122
5,2014-02-11,0.163084951369629,0.0528502231804745
6,2014-02-11,0.00909590221277965,0.0498271106025563
7,2014-02-11,0.287214344544993,0.0507348094523218
8,2014-02-11,0.0246701067989171,0.0510170065025107
9,2014-02-11,0.292275694477254,0.0861410257851298
10,2014-02-11,-0.0125667955501005,0.035271639391496
11,2014-02-11,0.189653301457439,0.0622636893567754
12,2014-02-11,-0.016812125451925,0.0297580907430546
13,2014-02-11,0.086662559827733,0.0193664433873667
14,2014-02-11,-0.0504620779890538,0.0124489322111064
15,2014-02-11,0.302320299310312,0.0242805889720656
16,2014-02-11,0.0134735592087,0.0410091536903566
17,2014-02-11,0.129538546133189,0.0506512111171103
18,2014-02-11,-0.00898313991019855,0.0346036396047838
19,2014-02-11,0.426171546056123,0.0305330903804976
20,2014-02-11,0.0484105332772616,0.0636528146259093
21,2014-02-11,0.316355106887418,0.0674693993940878
22,2014-02-11,0.0558129022281423,0.0116884745267035
23,2014-02-11,0.235149352872011,0.0728852353521809
24,2014-02-11,0.0276958482461588,0.0385872614419974
25,2014-02-11,0.376202579325672,0.0399714901417973
26,2014-02-11,0.046068780008878,0.115606521123458
27,2014-02-11,0.0707226555592222,0.0401294468902794
28,2014-02-11,0.0152497292725042,0.0693221436891684
29,2014-02-11,0.388082841544808,0.11018748243969
30,2014-02-11,0.116731685225344,0.106622710661718
1,2014-02-18,0.152644313647062,0.0788739303669099
2,2014-02-18,-0.000301558602877648,0.0520297137585985
3,2014-02-18,0.244528789551914,0.0950470438555211
4,2014-02-18,0.0301524574742162,0.0475954762996599
5,2014-02-18,0.119837030964344,0.0462430671151057
6,2014-02-18,-0.132279126865531,0.0487798362122008
7,2014-02-18,0.293011758503205,0.0235910645858078
8,2014-02-18,-0.0441315189436502,0.0348137367163757
9,2014-02-18,0.182006446046599,0.0722899205718927
10,2014-02-18,-0.00611422036333951,0.018032298721484
11,2014-02-18,0.14357337308505,0.00855421434964665
12,2014-02-18,-0.00215138365597521,0.00792157147753973
13,2014-02-18,0.189195127971961,0.0537072889955338
14,2014-02-18,-0.0842092853070154,0.0218781149902903
15,2014-02-18,0.248636517291188,0.048288439221321
16,2014-02-18,0.0100408065693066,0.0302740010249518
17,2014-02-18,0.303813367926901,0.113975548793308
18,2014-02-18,-0.0726275045100443,0.00967372947142969
19,2014-02-18,0.455975162229406,0.0167246367340092
20,2014-02-18,-0.0677169854875521,0.0529924261723484
21,2014-02-18,0.324950776768754,0.0869234482326936
22,2014-02-18,0.0544300660136621,0.0116328749800552
23,2014-02-18,0.35438822596815,0.0116735670137776
24,2014-02-18,0.02942695857399,0.0596568612721529
25,2014-02-18,0.360194001474157,0.0418558779505649
26,2014-02-18,-0.00158678710102979,0.0196637630992718
27,2014-02-18,0.142603342210261,0.0904286912354681
28,2014-02-18,-0.0323608311472806,0.0193003514038081
29,2014-02-18,0.429374572448784,0.104175039835026
30,2014-02-18,0.116170247122543,0.0583717043785334
1,2014-02-26,0.139468060931285,0.0428068313358578
2,2014-02-26,0.00599466523544745,0.0220431208638133
3,2014-02-26,0.102876454947137,0.0141784561597548
4,2014-02-26,-0.0298698542015714,0.00778287193149322
5,2014-02-26,0.138158673440435,0.0451348260973409
6,2014-02-26,-0.0267750280653363,0.00759817084369139
7,2014-02-26,0.168352870181727,0.0460962407653545
8,2014-02-26,0.000711798559986147,0.00388671343451817
9,2014-02-26,0.170099211899603,0.042555862844789
10,2014-02-26,-0.0390682205188571,0.00919827823408139
11,2014-02-26,0.169256969480352,0.076127765245863
12,2014-02-26,-0.0313687878696946,0.00118396991161385
13,2014-02-26,0.102890680980802,0.0130242385939982
14,2014-02-26,-0.0456257389814705,0.00265584662913061
15,2014-02-26,0.13427336145211,0.0051527818621369
16,2014-02-26,-0.0150568183035905,0.00820652272335897
17,2014-02-26,0.207564291595376,0.0546143603412977
18,2014-02-26,-0.0450290368518209,0.00315547105527987
19,2014-02-26,0.26341991525365,0.0453223475629851
20,2014-02-26,-0.0406847843490779,0.00461216779585784
21,2014-02-26,0.255666421683659,0.12008249043772
22,2014-02-26,-0.00523584256113978,0.0057139307001032
23,2014-02-26,0.233849029543919,0.0400423024560199
24,2014-02-26,-0.0155807037374428,0.0157372840483715
25,2014-02-26,0.301710960397508,0.0741211349573013
26,2014-02-26,0.143035085972743,0.0176342415045448
27,2014-02-26,0.282724436729696,0.0857760006857952
28,2014-02-26,0.0421460139320165,0.00441146471478382
29,2014-02-26,0.255001723440129,0.0394654973660292
30,2014-02-26,0.12477540589593,0.0806310156986135
1,2014-03-14,0.228396546446974,0.0762895280744246
2,2014-03-14,0.0293880209043471,0.0551313748336567
3,2014-03-14,0.325562635941292,0.0809315228411127
4,2014-03-14,0.0421207973268603,0.0457432759452352
5,2014-03-14,0.254639531189411,0.0516599608138921
6,2014-03-14,0.00525178824243589,0.052837647034961
7,2014-03-14,0.452749495453655,0.0462517563368
8,2014-03-14,0.0530715787088974,0.0241982400778688
9,2014-03-14,0.436840486426839,0.0164253248308097
10,2014-03-14,0.0537972167580051,0.0301053544030435
11,2014-03-14,0.373421445538654,0.0490710553232985
12,2014-03-14,0.0745875053034019,0.0401245126340711
13,2014-03-14,0.144242637761673,0.0599203782694388
14,2014-03-14,0.124014474498354,0.0553181547380824
15,2014-03-14,0.342105596837266,0.06158711528031
16,2014-03-14,0.0255680008089774,0.00500724234767688
17,2014-03-14,0.417892601207208,0.137382643382736
18,2014-03-14,0.0600672744450342,0.0346012562752984
19,2014-03-14,0.540981883892085,0.0614212448460919
20,2014-03-14,0.0598424194963916,0.0420036411259771
21,2014-03-14,0.314349916880612,0.108981550327397
22,2014-03-14,0.133273822782156,0.024923054584855
23,2014-03-14,0.321004518999725,0.103238714463281
24,2014-03-14,0.183392011613889,0.101533212820497
25,2014-03-14,0.491570557948999,0.0225821556756114
26,2014-03-14,0.136499662307658,0.0920448332227434
27,2014-03-14,0.396355098348104,0.0984134788196938
28,2014-03-14,0.0615355590296527,0.0690657707997498
29,2014-03-14,0.543802132262592,0.01311486942365
30,2014-03-14,0.000796066239791227,0.12139254393976
1,2014-03-27,0.228497090385019,0.0909631167212739
2,2014-03-27,0.0325413051647375,0.0334219297541016
3,2014-03-27,0.236043933874794,0.0274001018575047
4,2014-03-27,0.087693032668738,0.0322397669923825
5,2014-03-27,0.25150720713192,0.0766744674668887
6,2014-03-27,0.0139875880935519,0.0152075516092664
7,2014-03-27,0.471499062830303,0.0958160920820066
8,2014-03-27,0.182051224556606,0.0429946963215908
9,2014-03-27,0.360483968915411,0.0529971751344137
10,2014-03-27,0.0994036135958226,0.0214442264606354
11,2014-03-27,0.375621698256266,0.107748003850409
12,2014-03-27,0.093634440694433,0.0280716374261539
13,2014-03-27,0.216375096027507,0.0080878959669463
14,2014-03-27,0.126301138726798,0.0520100820947972
15,2014-03-27,0.357790055724103,0.0379825841219075
16,2014-03-27,0.13082114755449,0.00545817404831661
17,2014-03-27,0.39313999347231,0.108581965931591
18,2014-03-27,0.00506722206157908,0.0294828121398493
19,2014-03-27,0.622061061178128,0.0205299984918651
20,2014-03-27,0.128606667099344,0.0569074711534656
21,2014-03-27,0.31356950029643,0.0841275587884858
22,2014-03-27,0.273799304347678,0.0331961162254835
23,2014-03-27,0.544260448954961,0.076135115991341
24,2014-03-27,0.0231114597724242,0.0566987561780572
25,2014-03-27,0.622073552601795,0.0208093753548924
26,2014-03-27,0.247211677696382,0.0431016969285093
27,2014-03-27,0.437742337762938,0.0983315107054121
28,2014-03-27,0.14444092021138,0.0743274446845205
29,2014-03-27,0.52114788775506,0.038648797109518
30,2014-03-27,0.374636988339656,0.0595539146985457
1,2014-04-09,0.326942099370379,0.144876882292433
2,2014-04-09,-0.0320608109597028,0.00476186897307805
3,2014-04-09,0.364048074739438,0.128854686155143
4,2014-04-09,0.0892610720801586,0.0214179903137155
5,2014-04-09,0.31201231712488,0.0804980979971275
6,2014-04-09,0.0026019759288179,0.0186987509344128
7,2014-04-09,0.511992878888306,0.0659191588656675
8,2014-04-09,0.184323515601095,0.0579448183734949
9,2014-04-09,0.382619353506218,0.084071178890437
10,2014-04-09,0.0707166322309263,0.011801774688502
11,2014-04-09,0.40022558129324,0.10322126387912
12,2014-04-09,0.0816192653065023,0.0316189674823082
13,2014-04-09,0.230464130106927,0.013555277345585
14,2014-04-09,0.100514601684967,0.0566454854530263
15,2014-04-09,0.385244065814385,0.0593713632899511
16,2014-04-09,0.169065588488462,0.0249620082332188
17,2014-04-09,0.414268292723206,0.116520643532884
18,2014-04-09,-0.0207905768045172,0.0115042368824055
19,2014-04-09,0.651669497856773,0.0229966072160048
20,2014-04-09,0.134805779646789,0.0629704924948715
21,2014-04-09,0.386049927064065,0.0799953002399317
22,2014-04-09,0.215825021007602,0.0526066079719739
23,2014-04-09,0.571795352010694,0.0465671314262285
24,2014-04-09,0.0540803906131628,0.0566651278303374
25,2014-04-09,0.648086664706113,0.0201145579265991
26,2014-04-09,0.354786571169676,0.0301453629925073
27,2014-04-09,0.397063019114079,0.0912607562741908
28,2014-04-09,-0.0329452451085803,0.0296070899650359
29,2014-04-09,0.528368898222304,0.0583006111138311
30,2014-04-09,0.321915690992392,0.0660962015230941
1,2014-04-16,0.310019858733562,0.144725616138081
2,2014-04-16,0.0183095290174374,0.0582488476204022
3,2014-04-16,0.387334355413402,0.114595251043647
4,2014-04-16,0.0122741917296703,0.0167358081906198
5,2014-04-16,0.274555961773619,0.0708565744040171
6,2014-04-16,-0.0157692825274632,0.0132640841191954
7,2014-04-16,0.324711309213651,0.109722262696494
8,2014-04-16,0.0995858815883971,0.045959088770107
9,2014-04-16,0.494940886771274,0.0915971104381853
10,2014-04-16,0.0377835334377699,0.00180500700889426
11,2014-04-16,0.356810771709768,0.105135731636872
12,2014-04-16,0.00160879072020852,0.00683147550624168
13,2014-04-16,0.23301168356324,0.0198965243330583
14,2014-04-16,0.0525383888558627,0.0399754001040298
15,2014-04-16,0.437806930664008,0.0652900839302717
16,2014-04-16,0.050034858202966,0.0114291431644842
17,2014-04-16,0.548521157237624,0.0719649504263032
18,2014-04-16,-0.0339803418845873,0.0133584243142183
19,2014-04-16,0.636788752262636,0.0351246409156925
20,2014-04-16,0.0371154721012086,0.0363354926907691
21,2014-04-16,0.390135349973986,0.10641742974269
22,2014-04-16,0.111027716291332,0.0406648263828655
23,2014-04-16,0.572851363465222,0.0514015622903957
24,2014-04-16,-0.0201532169174474,0.0164357495821961
25,2014-04-16,0.514937093339074,0.0749903291059775
26,2014-04-16,0.300247936295825,0.0759105332760743
27,2014-04-16,0.48198990523961,0.0888482612245527
28,2014-04-16,0.0578388289903813,0.0869557157752592
29,2014-04-16,0.491224252675198,0.0827487347576521
30,2014-04-16,0.245642736085912,0.0825903016713417
1,2014-04-24,0.197634951510388,0.100443630616232
2,2014-04-24,0.100198074465489,0.0733190945188369
3,2014-04-24,0.360345812911708,0.0929504610772851
4,2014-04-24,0.0383572781856414,0.038881861797147
5,2014-04-24,0.270419077113709,0.0735299458715221
6,2014-04-24,0.00821501521186668,0.0319855779990841
7,2014-04-24,0.485110568090074,0.0871479799504014
8,2014-04-24,0.173789890593783,0.0374069213115435
9,2014-04-24,0.412060130261387,0.0751136997012109
10,2014-04-24,0.0562055283714021,0.0300523349872621
11,2014-04-24,0.369936518408105,0.107209171744297
12,2014-04-24,0.00800298712972383,0.0118370445950899
13,2014-04-24,0.189210170672726,0.0273975360975995
14,2014-04-24,0.0839733681506716,0.0225733882454416
15,2014-04-24,0.358632098246116,0.0627610047782738
16,2014-04-24,0.0454883011841901,0.0630026555454587
17,2014-04-24,0.499484047633494,0.0284019203479748
18,2014-04-24,0.0295616578970846,0.0822767918338364
19,2014-04-24,0.549213434097684,0.0445747033411922
20,2014-04-24,-0.0131579318772043,0.0348509151330161
21,2014-04-24,0.372689588668812,0.0846022895574485
22,2014-04-24,0.152041492635815,0.0671127369045625
23,2014-04-24,0.450085871192935,0.100912788673236
24,2014-04-24,-0.0276294533158693,0.0136248773632047
25,2014-04-24,0.590045636816449,0.00816943258438024
26,2014-04-24,0.176992056922853,0.00452533826036844
27,2014-04-24,0.444913721595078,0.123474415729822
28,2014-04-24,0.104141379927141,0.0157030967621948
29,2014-04-24,0.411625750618042,0.0815485649056488
30,2014-04-24,0.170005541482139,0.104327098155778
1,2014-05-13,0.11370313335037,0.0743036785824648
2,2014-05-13,-0.0642054584499407,0.00766910623818419
3,2014-05-13,0.246112268453597,0.0544891131027287
4,2014-05-13,-0.0507841284863511,0.00568391829101021
5,2014-05-13,0.112117906596182,0.0324935125554561
6,2014-05-13,-0.0556618627438994,0.00168414563538169
7,2014-05-13,0.273642195166378,0.0709297699359135
8,2014-05-13,-0.0226392116509672,0.00991881505953349
9,2014-05-13,0.348060431256239,0.0280986925275793
10,2014-05-13,-0.0509131655798193,0.00324298911209149
11,2014-05-13,0.21741343508033,0.0676623786668396
12,2014-05-13,-0.0408251089661861,0.00332387247165054
13,2014-05-13,0.152952673630166,0.0401636496018029
14,2014-05-13,0.0235329204274026,0.0359023739354378
15,2014-05-13,0.277435479007139,0.0436156759409875
16,2014-05-13,0.0125838336347602,0.0317344621784018
17,2014-05-13,0.249835318000476,0.0940184620722143
18,2014-05-13,-0.0712193018221043,0.00136458206590014
19,2014-05-13,0.348046470691024,0.00398834160794045
20,2014-05-13,-0.0523739104330322,0.0084088859178901
21,2014-05-13,0.240809237846171,0.0515823767770655
22,2014-05-13,-0.0102219663504117,0.0229470578006475
23,2014-05-13,0.292938112107234,0.093174127869649
24,2014-05-13,-0.0697069849566453,0.00204446118959448
25,2014-05-13,0.388568050128915,0.0391191733059772
26,2014-05-13,0.0958491069824654,0.0396736206164974
27,2014-05-13,0.237236712668272,0.100690664583266
28,2014-05-13,-0.0208893695542805,0.0335517298248169
29,2014-05-13,0.342296791728041,0.0323668369176763
30,2014-05-13,0.04529366290302,0.0434441935094204
1,2014-06-06,0.107353077560652,0.0351379966752492
2,2014-06-06,0.0408974481730563,0.0279397259658502
3,2014-06-06,0.109713728328055,0.0511722352566002
4,2014-06-06,-0.0382844499035313,0.0112515101284918
5,2014-06-06,0.0818946016176177,0.0268709540139719
6,2014-06-06,-0.0600508881636296,0.00108256378639457
7,2014-06-06,0.184877022465493,0.0699066723427383
8,2014-06-06,-0.0290380058949867,0.00791937845626512
9,2014-06-06,0.114751384013795,0.0329242752880968
10,2014-06-06,-0.0462297207999696,0.0122869564243779
11,2014-06-06,0.140847680073016,0.0385456036208655
12,2014-06-06,-0.0187639264806026,0.0189291967741789
13,2014-06-06,0.0520749033332213,0.0271857365735131
14,2014-06-06,-0.0401280426149756,0.00523689839988447
15,2014-06-06,0.167977153993067,0.0395394957328418
16,2014-06-06,-0.0374311582814889,0.0161254741489722
17,2014-06-06,0.252510178517758,0.0628870430368299
18,2014-06-06,-0.0608413973451006,0.00403225289117635
19,2014-06-06,0.170374206366837,0.0221976551420374
20,2014-06-06,-0.0452714257119277,0.0126376882965573
21,2014-06-06,0.167580908604434,0.0220838390542215
22,2014-06-06,0.0245136614671222,0.03594541716719
23,2014-06-06,0.181454686367178,0.0172280373463978
24,2014-06-06,-0.0107654858304859,0.036190433016559
25,2014-06-06,0.203074818482011,0.0302769371629602
26,2014-06-06,-0.0201164620872533,0.00482292462599255
27,2014-06-06,0.225454356269795,0.0672163987895514
28,2014-06-06,0.033047380129697,0.0243986351282208
29,2014-06-06,0.329904477174292,0.0321166106133113
30,2014-06-06,0.0496929054778051,0.0412007781766282
1,2014-10-01,0.0540273144008133,0.0322971985928178
2,2014-10-01,-0.0554373693006608,0.00129746304219931
3,2014-10-01,0.117938940959297,0.0495300795137674
4,2014-10-01,-0.00849031281061802,0.0314144556304323
5,2014-10-01,0.105057380307364,0.0320827461391287
6,2014-10-01,-0.0415277504876754,0.0031994279098907
7,2014-10-01,0.120687632624011,0.0386090344238086
8,2014-10-01,-0.0409573761353275,0.00104478002380999
9,2014-10-01,0.164716512998152,0.0228142851255615
10,2014-10-01,-0.0421504053075705,0.0194974590047815
11,2014-10-01,0.0577596561174982,0.0383302647185202
12,2014-10-01,-0.032491402873053,0.0151001088468528
13,2014-10-01,0.0562784316625523,0.00260302187302648
14,2014-10-01,0.0101450682264348,0.0317707643461519
15,2014-10-01,0.109270439357049,0.0325854357027167
16,2014-10-01,-0.0344634968070759,0.0133060533746975
17,2014-10-01,0.161078179369369,0.0757358664392883
18,2014-10-01,-0.0454676329742172,0.0055097430769904
19,2014-10-01,0.294613416674796,0.00678556721759032
20,2014-10-01,-0.0475301707889638,0.00658353418336256
21,2014-10-01,0.160509870097525,0.0747217264094462
22,2014-10-01,-0.0497691816727256,0.00201311634362717
23,2014-10-01,0.138672970768739,0.0372221622128164
24,2014-10-01,-0.0576472912128767,0.00980284833502808
25,2014-10-01,0.246251023937766,0.0714432398558527
26,2014-10-01,0.00936087144012632,0.0288054153793396
27,2014-10-01,0.0538433480060254,0.0440444052170826
28,2014-10-01,0.0665955830732973,0.0189154220102029
29,2014-10-01,0.207298510010727,0.0477289224570755
30,2014-10-01,-0.0276580416158288,0.00489033541696918
1,2014-10-20,-0.0102732550383233,0.0469479185869703
2,2014-10-20,-0.0654394104214315,0.0235013205966484
3,2014-10-20,0.0282649432534709,0.0632627713986595
4,2014-10-20,-0.013829861335589,0.0326986991689962
5,2014-10-20,0.0635742641963392,0.0402985214601246
6,2014-10-20,0.0669501141685646,0.0636683681137727
7,2014-10-20,0.133953810706132,0.0276611503740474
8,2014-10-20,-0.00244955429137448,0.0457850020071652
9,2014-10-20,0.198899355600953,0.0493845261386192
10,2014-10-20,-0.0349306970189562,0.00381532392230327
11,2014-10-20,0.0195755886251516,0.011355943815666
12,2014-10-20,-0.0520966275197703,0.00864328357568094
13,2014-10-20,-0.0482338509013205,0.0390813415974762
